item	code	label_en	label_fr	label_de	label_nl	label_es	description_en	description_fr	description_de	description_nl	description_es
http://www.wikidata.org/entity/Q64362999	ruq-latn	Megleno-Romanian in Latin script	mégléno-roumain en alphabet latin		Megleno-Roemeens in Latijns schrift		language expressed in a particular alphabet				
http://www.wikidata.org/entity/Q33868	mni	Meitei	meitei	Meitei	Meitei	idioma meitei	Tibeto-Burman language of India	langue sino-tibétaine	Sprache	taal	lengua tibeto-birmana hablada principalmente en Manipur, India
http://www.wikidata.org/entity/Q13365	mwv	Mentawai	mentawai	Mentawaisprache	Mentawai	mentawai	Austronesian language, spoken by the Mentawai-people of the Mentawai Islands, West Sumatra	langue austronésienne parlée en Indonésie, dans les îles Mentawai	Eine Austronesische Sprache, gesprochen von den Mentawai in West Sumatra	taal	lenguaje
http://www.wikidata.org/entity/Q13357	fit	Meänkieli	meänkieli	Tornedalfinnisch	Meänkieli	meänkieli	de jure one of the official minority languages of Sweden spoken in the northernmost parts around the valley of the Torne River	langue finno-ougrienne très proche du finnois et parlée par les Tornédaliens, un groupe linguistique de Suède vivant principalement en Tornédalie, une région suédoise frontalière avec la Finlande	finnischer Dialekt in Nordschweden	taal	variante del finés que se habla en la región de Tornedalen en el norte de Suecia
http://www.wikidata.org/entity/Q13321	mic	Mi'kmaq	micmac	Micmac-Sprache	Mi'kmaq	micmac	Eastern Algonquian language spoken by nearly 11,000 Mi'kmaq in Canada and the United States	langue de la nation micmaque qui fait partie des langues algonquiennes	Algonkin-Sprache	taal	lengua algonquina
http://www.wikidata.org/entity/Q657330	egy-x-middle	Middle Egyptian	moyen égyptien	Mittelägyptisch	Middle Egyptian	egipcio medio	language written from 2000-1300 BC, during the Middle Kingdom and the Second Intermediate Period		ausgestorbene Sprache		lengua muerta hablada entre el 2000 a. C. y el 1300 a. C.
http://www.wikidata.org/entity/Q36395	enm	Middle English	moyen anglais	Mittelenglisch	Middelengels	inglés medio	stage of the English language from about the 12th through 15th centuries	langue	Sprache	taal	denominación histórica que se da en filología a la lengua inglesa hablada durante la Edad Media
http://www.wikidata.org/entity/Q1473289	frm	Middle French	moyen français	Mittelfranzösisch	Middelfrans	francés medio	historical variety of French used c. 1350–1600	variété historique du français parlée à la fin du Moyen Âge et à la Renaissance	Französisch des 14. bis 16. Jahrhunderts	taal	variante histórica del francés
http://www.wikidata.org/entity/Q837985	gmh	Middle High German	moyen haut-allemand	Mittelhochdeutsch	Middelhoogduits	alto alemán medio	historical form of High German	langue germanique ancienne (1050–1500)	deutsche Sprachstufe (1050–1350)	taal	forma antigua del idioma alemán (1050–1500)
http://www.wikidata.org/entity/Q3236316	inc-mid	Middle Indo-Aryan	indo-aryen moyen				historical group of Indo-Aryan languages which developed from 600 BCE to 1000 CE, and used in literature until about 1500 CE	groupe de langues indo-aryennes historiques (600-1500 après J.-C.)	Sprache		
http://www.wikidata.org/entity/Q6841465	ira-mid	Middle Iranian	moyen iranien				ancestors of New Iranian languages	famille de langues			
http://www.wikidata.org/entity/Q505674	gml	Middle Low German	moyen bas allemand	Mittelniederdeutsch	Middelnederduits	bajo alemán medio	developmental stage of Low German that has evolved from the Old Saxon language in the High Middle Ages	stade de développement du bas-allemand qui a évolué à partir du vieux saxon au Moyen Âge	Entwicklungsstadium des Niederdeutschen, das sich aus der altsächsischen Sprache im Mittelalter entwickelt hat	taal	lengua medieval descendiente directa del antiguo sajón y antecesora del moderno bajo alemán
http://www.wikidata.org/entity/Q547462	lmo-x-milanese	Milanese	milanais	Mailander Dialekt	Milanese	milanés	dialect of Western Lombard	dialecte de la Lombardie	indogermanische Sprache		dialecto
http://www.wikidata.org/entity/Q13324	min	Minangkabau	minangkabau	Minangkabauisch	Minangkabaus	minangkabau	Malayic language spoken predominantly by the Minangkabau ethnic group	langue	austronesische Sprache	taal	lengua malayopolinesia
http://www.wikidata.org/entity/Q13359	xmf	Mingrelian	mingrélien	Mingrelisch	Mingreels	megreliano	Kartvelian language, also named “Megrelian” or “Iverian” (“iveriuli ena” in Georgian), spoken in North-Western Georgia	langue kartvélienne, aussi appelée « mégrélien » ou « ivérien » (« iveriuli ena » en géorgien), parlée dans le nord-ouest de la Géorgie	südkaukasische Sprache in Georgien	taal	lengua caucásica
http://www.wikidata.org/entity/Q13330	mwl	Mirandese	mirandais	Mirandés	Mirandees	mirandés	Romance language belonging to the Astur-Leonese linguistic group, sparsely spoken in a small area of northeastern Portugal	langue	Romanische Sprache	taal	lengua romance, variante del asturleonés, oficial en Miranda del Duero (Portugal)
http://www.wikidata.org/entity/Q3316328	mrg	Mishing	mising			mising	language	langue tani	Sprache	taal	lengua
http://www.wikidata.org/entity/Q1516803	miq	Miskito	miskito	Miskito		idioma misquito	language spoken in Honduras and Nicaragua	langue misumalpane	Sprache	taal	lengua
http://www.wikidata.org/entity/Q3833010	mto	Mixe	langues mixe	Mixe		Lenguas mixeanas	language family belonging to the Mixe–Zoque indigenous language family from southern Mexico	famille de langues	Sprachfamilie		
http://www.wikidata.org/entity/Q36225	mxp	Mixean	langues mixéanes	Mixe-Sprache		Idioma mixe	language group	famille de langues	Sprache		lengua que pertenece al grupo mixeano de la familia lingüística mixe-zoqueana
http://www.wikidata.org/entity/Q36147	lus	Mizo	mizo	Mizo	Mizo	idioma mizo	Tibeto-Burman language spoken in India and Myanmar	langue	Sprache	taal	lengua tibetano-birmana del noreste de la India, Myanmar y Bangladés
http://www.wikidata.org/entity/Q36510	el	Modern Greek	grec moderne	Neugriechisch	Nieuwgrieks	griego	dialects and varieties of the Greek language spoken in the modern era	variété du grec parlée à l'époque contemporaine	Sprache	taal	estadio último de la lengua griega
http://www.wikidata.org/entity/Q13343	mdf	Moksha	moksa	Mokschanisch	Moksja	moksha	language part of the Mordvinic branch of the Uralic languages and the majority language in the western part of Mordovia	langue finno-ougrienne, parlée en Russie par environ 500 000 locuteurs	finno-ugrische Sprache in Mordwinien, Russland	taal	lengua finougria
http://www.wikidata.org/entity/Q13349	mnw	Mon	môn	Mon	Mon	Mon	Austroasiatic language spoken by the Mon in Myanmar and Thailand	langue parlée en Birmanie et en Thaïlande qui fait partie du groupe mônique de la branche môn-khmer de la famille des langues austroasiatiques	austroasiatische Sprache in Birma und Thailand	taal	idioma austroasiático
http://www.wikidata.org/entity/Q100271134	mnw-pi	Mon-Pali	Mon-Pali				monastic language used by the Mon people around the 1st century AD	langue religieuse du 1er siècle, melange de Mon et de Pali ancien			
http://www.wikidata.org/entity/Q9246	mn	Mongolian	mongol	Mongolisch	Mongools	mongol	official language of Mongolia	langue officielle de la Mongolie	meistgesprochener Vertreter der mongolischen Sprachen	taal	lengua mongólica oriental
http://www.wikidata.org/entity/Q8821	cnr	Montenegrin	monténégrin	Montenegrinisch	Montenegrijns	montenegrino	normative variety of Serbo-Croatian in Montenegro	langue slave méridionale	südslawische Sprache, serbokroatische Sprachvarietät	taal	idioma eslavo meridional
http://www.wikidata.org/entity/Q56422	lij-mc	Monégasque	monégasque	Monegassisch	Monegaskisch	monegasco	Gallo-Italic language or dialect spoken in Monaco	dialecte du ligure	romanische Sprache	traditionele taal van Monaco	dialecto del ligur neolatino
http://www.wikidata.org/entity/Q36096	mos	Mooré	mooré	Mòoré	More	mossi	Gur language spoken in Burkina Faso and neighbouring countries	langue gour parlée au Burkina Faso	Sprache	taal	lengua hablada por los mossi en Burkina Faso
http://www.wikidata.org/entity/Q56426	ary	Moroccan Arabic	arabe marocain	Marokkanisch-Arabisch	Marokkaans-Arabisch	árabe marroquí	Maghrebi dialect of the Arabic language spoken in Morocco	arabe parlé au Maroc	Sprache	taal, Arabisch zoals gesproken in Marokko	lengua
http://www.wikidata.org/entity/Q93937013	bnt-mpi	Mpiin					language				
http://www.wikidata.org/entity/Q851355	art-mun	Mundolinco		Mundolinco	Mundolinco		language created in 1888 by a Dutch author			kunsttaal	
http://www.wikidata.org/entity/Q56547	umu	Munsee	munsee	Munsee	Munsee	Munsee	Algonquian language	langue algonquienne	Sprache	taal	idioma
http://www.wikidata.org/entity/Q523014	mus	Muscogee	creek	Maskoki	Muskogi	idioma maskoki	Indigenous American language	langue muskogéenne	Sprache	taal	idioma
http://www.wikidata.org/entity/Q615660	mui	Musi	musi	Musi	Moesi		Malayic variety spoken in southern Sumatera	langue indigène parlée par les Musi originaires des régions Musi du sud de Sumatra	Sprache	taal	lengua
http://www.wikidata.org/entity/Q36451	mi	Māori	māori	Māori	Maori	maorí	Polynesian language spoken in New Zealand	langue polynésienne parlée en Nouvelle-Zélande	Von Neuseelands Māori gesprochene polynesische Sprache	Polynesische taal	lengua hablada en Nueva Zelanda
http://www.wikidata.org/entity/Q316939	art-nav	Na'vi	na'vi	Na’vi-Sprache	Na'vi-taal	Idioma na'vi	constructed science-fiction language	langue construite inventée pour le film Avatar	konstruierte, fiktive Sprache	kunsttaal	lengua construida en la saga Avatar
http://www.wikidata.org/entity/Q1704302	nsk	Naskapi	naskapi		Naskapi	idioma naskapi	language	langue algonquienne	Sprache	taal	lengua
http://www.wikidata.org/entity/Q13307	na	Nauruan	nauruan	Nauruisch	Nauruaans	nauruano	Austronesian language spoken in Nauru	langue micronésienne parlée à Nauru	austronesische Sprache aus Nauru	taal	lengua micronesia
http://www.wikidata.org/entity/Q13310	nv	Navajo	navajo	Navajo	Navajo	navajo	Athabaskan language of Na-Dené stock spoken in the southwestern United States	langue athapascane méridionale parlée dans le sud-ouest des États-Unis par les Navajos	In den Vereinigten Staaten gesprochene Apachensprache	taal	lengua atabascana meridional hablada en el suroeste de Estados Unidos
http://www.wikidata.org/entity/Q1186896	ppl	Nawat	pipil	Nawat (Pipil)	Pipil	idioma pipil	language of Central America	langue uto-aztèque	zentralamerikanische Sprache	taal	lengua prehispánica centroamericana
http://www.wikidata.org/entity/Q33900	ng	Ndonga	ndonga	Ndonga	Ndonga	ndonga	Bantu language spoken in Namibia and parts of Angola	langue	Sprache	taal	idioma humano
http://www.wikidata.org/entity/Q36452	yrk	Nenets	nénètse	Nenzisch	Nenets	nenezo	Samoyedic pair of languages	langue samoyède	Sprache	taal	idioma humano
http://www.wikidata.org/entity/Q1248221	la-x-new	Neo-Latin	néolatin	Neulatein	Neolatijn	neolatín	form of the Latin language used from the 14th century to present	latin humanistique	Sprache		versión del latín empleada después del Renacimiento
http://www.wikidata.org/entity/Q33823	ne	Nepali	népalais	Nepali	Nepalees	nepalí	official language of Nepal	langue indo-aryenne	indoarische Sprache	taal	lengua indoaria, oficial de Nepal
http://www.wikidata.org/entity/Q33979	new	Newar	newari	Newari	Newaars	Newari	Sino-Tibetan language of central-eastern Nepal	langue himalayenne	sino-tibetische Sprache	Sino-Tibetaanse taal	idiomas principales de Nepal
http://www.wikidata.org/entity/Q2992872	nij	Ngaju	ngaju dayak	Ngaju	Ngadjoe	Dayak Ngaju	Austronesian language spoken in Kalimantan, Indonesia	langue malayo-polynésienne	Sprache	taal	lengua
http://www.wikidata.org/entity/Q34333	yrl	Nheengatu	nheengatu	Nheengatu	Nheengatu	ñe'engatú	language of South America	langue tupi parlée au Brésil	Südamerikanische Sprache	taal	lengua tupí-guaraní de Brasil
http://www.wikidata.org/entity/Q2407831	nia	Nias	niha	Nias	Nias		Austronesian language spoken in Indonesia	langue	Sprache	taal	lengua
http://www.wikidata.org/entity/Q33790	niu	Niuean	niuéen	Niueanisch	Niueaans	Idioma niuano	Polynesian language of Niue	langue polynésienne	Sprache	taal	lengua polinesia perteneciente a las lenguas malayo-polinesias
http://www.wikidata.org/entity/Q107548681	oak	Noakhali		Noakhalische Sprache			languoid spoken in greater Noakhali and southern Tripura		Sprache		
http://www.wikidata.org/entity/Q33871	nog	Nogai	nogaï	Nogaisch	Nogais	Nogai	Turkic language	langue kiptchak parlée en Russie	Turksprache im russischen Kaukasus	taal	lengua túrquica
http://www.wikidata.org/entity/Q7049771	nys	Noongar	nyungar	Noongar	Nyungar	noongar	Southwestern Australian Aboriginal language	langue aborigène australienne	Sprache	taal	lengua
http://www.wikidata.org/entity/Q33850	fr-x-nrm	Norman	normand	Normannisch	Normandisch	normando	Romance language of northwest France	langue romane parlée dans l'ancien duché de Normandie historique et les îles Anglo-Normandes	romanische Sprache, die im Norden Frankreichs in der Normandie und auf den Kanalinseln gesprochen wird	taal	lengua romance hablada en Normandía
http://www.wikidata.org/entity/Q33850	nrf	Norman	normand	Normannisch	Normandisch	normando	Romance language of northwest France	langue romane parlée dans l'ancien duché de Normandie historique et les îles Anglo-Normandes	romanische Sprache, die im Norden Frankreichs in der Normandie und auf den Kanalinseln gesprochen wird	taal	lengua romance hablada en Normandía
http://www.wikidata.org/entity/Q33850	nrm	Norman	normand	Normannisch	Normandisch	normando	Romance language of northwest France	langue romane parlée dans l'ancien duché de Normandie historique et les îles Anglo-Normandes	romanische Sprache, die im Norden Frankreichs in der Normandie und auf den Kanalinseln gesprochen wird	taal	lengua romance hablada en Normandía
http://www.wikidata.org/entity/Q28224	frr	North Frisian	frison septentrional	nordfriesische Sprache	Noord-Friese talen	frisón septentrional	minority languages of Germany, spoken mostly by people in North Frisia	langue germanique minoritaire	Sprache und Dialekte des Friesischen	talen en dialecten	lengua germánica
http://www.wikidata.org/entity/Q18784	ko-kp	North Korean standard language	langue standard de la Corée du Nord	nordkoreanische Standard-Sprache	Munhwaŏ	norcoreano estándar	North Korean standard version of the Korean language	norme officielle du coréen en Corée du Nord	Sprachrichtlinie in Nordkorea		variedad estándar del coreano
http://www.wikidata.org/entity/Q12642195	crl	Northern East Cree	cri de l’Est, dialecte du Nord				variety of East Cree spoken in Canada	langue algonquienne	Sprache	taal	lengua
http://www.wikidata.org/entity/Q19933293	lrc	Northern Luri	lori du Nord	Nördliches Luri	Noordelijk Luri	luri septentrional	language	langue iranienne	Sprache	taal	lengua hablada en el sudoeste del Irán
http://www.wikidata.org/entity/Q1740805	qug	Northern Quichua	quichua	Kichwa		quichua norteño	Quechuan language of Ecuador and Colombia	langue quechua	Sprache	taal	lengua de la familia quechua
http://www.wikidata.org/entity/Q33947	se	Northern Sami	same du Nord	Nordsamisch	Noord-Samisch	sami septentrional	most widely spoken of all Sámi languages	langue same	am weitesten verbreitete aller samischen Sprachen	taal	lengua sami
http://www.wikidata.org/entity/Q33890	nso	Northern Sotho	sotho du Nord	Nord-Sotho	Noord-Sotho	Idioma sotho septentrional	Bantu language	langue bantoue	Bantusprache im ehemaligen Transvaal und Süden Botswanas	taal	lengua africana hablada en el África Austral
http://www.wikidata.org/entity/Q565110	nod	Northern Thai	thaï du Nord	Lanna	Noordelijk Thai	idioma tailandés septentrional	language	langue taï-kadaï	Sprache	taal	
http://www.wikidata.org/entity/Q12953229	tji	Northern Tujia	tujia du Nord				language	langue sino-tibétaine	Sprache	taal	lengua
http://www.wikidata.org/entity/Q20822	ttm	Northern Tutchone	tutchone du Nord	Nord-Tutchone		tutchone septentrional	language	langue athapascane	athapaskische Sprache	taal	lenguas atabascana
http://www.wikidata.org/entity/Q9043	no	Norwegian	norvégien	Norwegisch	Noors	noruego	North Germanic language spoken in Norway	langue scandinave parlée en Norvège	nordgermanische Sprache, in Norwegen gesprochen	Noord-Germaanse taal	lengua nórdica oficial en Noruega
http://www.wikidata.org/entity/Q36738	nov	Novial	novial		Novial	novial	constructed language	langue construite créée par Otto Jespersen	Sprache	kunsttaal	lengua planificada creada por Otto Jespersen
http://www.wikidata.org/entity/Q35761	nxm	Numidian	libyque	Libysch	Numidisch	Idioma numidio	language spoken in ancient North Africa	langue parlée dans l'Afrique du Nord antique	Sprache	taal	lengua
http://www.wikidata.org/entity/Q34235	ii	Nuosu	nuosu	Nuosu-Sprache	Yi	Idioma nuosu	the prestige language of the Yi people	langue lolo	Sprache	taal	brecha de la lengua yi hablada en Sichuan
http://www.wikidata.org/entity/Q25164	nn	Nynorsk	nynorsk	Nynorsk	Nynorsk	nynorsk	one of two official written standards for the Norwegian language	forme écrite du norvégien	eine der beiden norwegischen Schriftsprachen	taal	uno de los dos estándares oficial del idioma noruego
http://www.wikidata.org/entity/Q18546266	nqo	N’Ko	n’ko		N’Ko		koiné language of Western Africa	koinè d'Afrique de l'Ouest		taal	
http://www.wikidata.org/entity/Q2393095	ood	O'odham	o'odham		O'odham	o'odham	Uto-Aztecan language spoken in Mexico and US	langue uto-aztèque parlée au Mexique et aux États-Unis	Sprache	taal	lengua uto-azteca
http://www.wikidata.org/entity/Q14185	oc	Occitan	occitan	Okzitanisch	Occitaans	occitano	Romance language of Western Europe	langue romane du sud de la France	romanische Sprache in Südfrankreich	taal	lengua romance
http://www.wikidata.org/entity/Q33810	or	Odia	oriya	Oriya	Odia	oriya	Indo-Aryan language	langue indo-aryenne	indoarische Sprache	taal in India	lengua oficial del estado Indio de Orissa
http://www.wikidata.org/entity/Q33875	ojb	Ojibwe	ojibwé	Ojibwe	Ojibwe	Idioma ojibwa	Central Algonquian language	langue algonquienne centrale	Sprache	taal	idioma
http://www.wikidata.org/entity/Q34233	ryu	Okinawan	okinawaïen		Okinawaans	okinawense	Northern Ryukyuan language	langue ryūkyū parlée sur l'île d'Okinawa, au Japon	Sprache	taal	lengua ryukyuense hablada en Okinawa, Japón
http://www.wikidata.org/entity/Q113559926	inc-obn	Old Bengali		Altbengali			Early form of Bengali				
http://www.wikidata.org/entity/Q15478520	ca-x-old	Old Catalan	ancien catalan			catalán antiguo	medieval Romance language	langue romane du Moyen Âge	Sprache	taal	catalán usado desde el siglo VIII hasta el siglo XV
http://www.wikidata.org/entity/Q447117	egy-x-old	Old Egyptian	vieil égyptien	Altägyptisch	Old Egyptian	egipcio antiguo	extinct language spoken approximately from the 27th to the 21 centuries BC during the Old Kingdom and First Intermediate Period	langue pratiquée pendant l'Ancien Empire et la Première Période intermédiaire	ausgestorbene Sprache, die ca. vom 27. bis 21. Jahrhundert v. Chr. während des Alten Reichs und der Ersten Zwischenzeit gesprochen wurde		lengua muerta hablada desde aproximadamente el 2600 a. C. al 2000 a. C. durante el Imperio Antiguo y el Primer Período Intermedio
http://www.wikidata.org/entity/Q42365	ang	Old English	vieil anglais	Altenglisch	Oudengels	inglés antiguo	earliest historical form of English	forme ancienne de la langue anglaise, parlée d'environ 450 à 1100	frühe Form des Englischen, von circa 450 bis 1100 gesprochen	taal die in de vijfde tot elfde eeuw door Angelsaksische stammen werd gesproken waaruit het Engels is ontstan	forma temprana del idioma inglés, que se hablaba entre 450 y 1100
http://www.wikidata.org/entity/Q35222	fro	Old French	ancien français	Altfranzösisch	Oudfrans	francés antiguo	Gallo-Romance dialect continuum spoken from the 9th century to the middle of the 14th century	langue gallo-romane parlée du IXe au milieu du XIVe siècle, chronolecte du français	Französisch vom 9. bis etwa zum Ende des 14. Jahrhunderts	taal	conjunto de lenguas románicas de la familia de la lenguas d'oïl habladas en la Edad Media
http://www.wikidata.org/entity/Q35218	goh	Old High German	vieux haut-allemand	Althochdeutsch	Oudhoogduits	alto alemán antiguo	earliest stage of the German language, spoken from 500/750 to 1050 AD	langue germanique ancienne (de 500/750 à 1050)	älteste Sprachstufe des Hochdeutschen (500/750 bis 1050)	taal	fase más temprana del idioma alemán (500/750 – 1050)
http://www.wikidata.org/entity/Q48767781	inc-ohi	Old Hindustani	vieil hindoustani	Althindi		Antiguo hindi	archaic form of Hindustani (Old Hindi or Old Urdu) as used up to the 15th century	forme archaïque de l’hindoustani (vieil hindi ou vieil ourdou) utilisée jusqu’au XVe siècle			forma arcaica del indostánico tal como se utilizó hasta el siglo XV
http://www.wikidata.org/entity/Q86679962	urj-koo	Old Komi									
http://www.wikidata.org/entity/Q35505	non	Old Norse	vieux norrois	Altnordisch	Oudnoords	nórdico antiguo	North Germanic language	langue germanique, ancêtre des langues scandinaves	nordgermanische Sprache	taal	lengua germánica
http://www.wikidata.org/entity/Q35225	peo	Old Persian	vieux-perse	Altpersisch	Oudperzisch	persa antiguo	language of Achaemenid Empire and ancestor of Middle Persian	langue de l'empire achéménide et ancêtre du moyen-perse	altiranische Sprache	taal van de Achaemeniden	lengua muerta indoeuropea de la rama indoirania
http://www.wikidata.org/entity/Q35501	prg	Old Prussian	vieux-prussien	Altpreußisch	Oudpruisisch	prusiano antiguo	extinct Western Baltic language	langue	westbaltische Sprache	taal	lengua báltica extinta, hablada en lo que posteriormente se llamó Prusia Oriental (hoy repartida entre Polonia, Lituania y Kaliningrado)
http://www.wikidata.org/entity/Q115270971	inc-opa	Old Punjabi					historical chronolect of Punjabi, spoken from the 15th century to the 18th century				
http://www.wikidata.org/entity/Q35025	sem-x-oldsoara	Old South Arabian	langues sudarabiques anciennes	Altsüdarabisch	Oud-Zuid-Arabische talen	sudarábigo antiguo	language family	famille de langues	Gruppe ausgestorbener semitischer Sprachen im Süden der arabischen Halbinsel	taalfamilie	lenguas extintas del extremo sur de la península arábiga
http://www.wikidata.org/entity/Q2417210	http://www.wikidata.org/.well-known/genid/0b854c51289f7f37b64b7cdc86ea02bb	Old Swedish	vieux suédois	Altschwedisch	Oudzweeds	sueco antiguo	North Germanic language	langue germanique		taal	lengua muerta
http://www.wikidata.org/entity/Q34988	otk	Old Turkic	vieux-turc	Alttürkisch	Gökturks	turco antiguo	earliest attested form of Turkic, found in Göktürk and Uyghur inscriptions dating from about the 7th century to the 13th century	première langue turcique attestée datant du VIIe siècle jusqu’au XIIIe siècle	früheste schriftlich bezeugte Turksprache		idioma
http://www.wikidata.org/entity/Q33864	om	Oromo	oromo	Oromo	Oromo	oromo	Cushitic language	langue couchitique	Sprache	taal	lengua afroasiática
http://www.wikidata.org/entity/Q3356620	sgh-ro	Oroshori	Oroshori	Rascharwisch			dialect of the Shughni language	dialecte du shughni	Sprache	taal	lengua
http://www.wikidata.org/entity/Q3356620	sgh-oro	Oroshori	Oroshori	Rascharwisch			dialect of the Shughni language	dialecte du shughni	Sprache	taal	lengua
http://www.wikidata.org/entity/Q2600085	osa	Osage	osage		Osage	Lengua osage	language	langue siouane en Oklahoma	Sprache	taal	lengua siux de Oklahoma
http://www.wikidata.org/entity/Q107530022	osa-latn	Osage in Latin script			Osage in Latijns schrift						
http://www.wikidata.org/entity/Q33968	os	Ossetian	ossète	Ossetisch	Ossetisch	osetio	Eastern Iranian language of Ossetia, in the Caucasus	langue iranienne parlée dans le Caucase	Sprache	taal	lengua irania que se habla en Osetia
http://www.wikidata.org/entity/Q36355	ote	Otomi	langues otomies	Otomí-Sprache		Idioma otomí	language family	groupe de langues amérindiennes	Sprache		lengua indígena de México
http://www.wikidata.org/entity/Q36730	ota	Ottoman Turkish	turc ottoman	Osmanisch	Osmaans	turco otomano	language that was used in the Ottoman Empire	langue utilisée dans l'Empire ottoman	Ausprägung der türkischen Sprache, die für administrative und literarische Zwecke im Osmanischen Reich verwendet wurde	variant van het Turks in het Ottomaanse Rijk	idioma turco escrito en letras árabes adaptadas al turco
http://www.wikidata.org/entity/Q36489	ng	Ovambo	oshiwambo	Oshivambo	Oshiwambo	Lenguas oshiwambo	Bantu language	langue bantoue			conjunto de lenguas emparentadas de la familia de las lenguas bantúes
http://www.wikidata.org/entity/Q7121294	blk	Pa'O	pa'o		Pa'O		Sino-Tibetan language spoken in Myanmar and Thailand	langue karen	Sprache	Karentaal	lengua
http://www.wikidata.org/entity/Q21450948	it	Pagina principale	Accueil				Italian painter	page d'accueil en italien			
http://www.wikidata.org/entity/Q715755	pwn	Paiwan	paiwan	Paiwan	Paiwaans	Idioma paiwan	Austronesian language spoken in Taiwan	langue formosane	Austronesische Sprache, die in Taiwan gesprochen wird	taal	lengua
http://www.wikidata.org/entity/Q22964057	pks	Pakistan Sign Language	langue des signes pakistanaise	Pakistanische Gebärdensprache		lengua de señas pakistaní	sign language	langue des signes	Gebärdensprache		lengua de señas de la comunidad sorda en Pakistán
http://www.wikidata.org/entity/Q23014	pfl	Palatinate German	palatin	Pfälzisch	Paltsisch	alemán palatino	West Franconian dialect of German	dialecte allemand	deutsche Dialekte	Duits dialect	dialecto del alemán
http://www.wikidata.org/entity/Q36727	pi	Pali	pali	Pali	Pali	pali	Indo-Aryan language native to the Indian subcontinent	langue indo-aryenne	Prakrit-Sprache, indische Literatursprache	taal	idioma índico o prácrito, de las lenguas indoarias
http://www.wikidata.org/entity/Q1510113	sem-x-palmyren	Palmyrene Aramaic	palmyréen	Palmyrenisches Aramäisch	Palmyreens	palmireno	Western Aramaic dialect spoken in the city of Palmyra in the early centuries AD	dialecte antique de l'araméen occidental parlé dans la ville de Palmyre lors des premiers siècles de notre ère	ostaramäischer Dialekt	dialect	dialecto del arameo hablado en Palmira
http://www.wikidata.org/entity/Q33879	pag	Pangasinan	pangassinais	Pangasinensisch	Pangasinan	pangasinense	Austronesian language spoken in the province of Pangasinan by Pangasinense people	langue	Sprache	taal	lengua que pertenece al grupo malayo-polinesio de la familia austronesia
http://www.wikidata.org/entity/Q33856	pap	Papiamento	papiamento	Papiamentu	Papiaments	papiamento	creole language spoken in the Dutch West Indies	langue créole	Kreolsprache, Amtssprache der ABC-Inseln	creoolse taal	lengua criolla hablada en las islas de Curazao, Aruba y Bonaire
http://www.wikidata.org/entity/Q2094884	ppu	Papora-Hoanya	papora		Papora-Hoanya		language	langue austronésienne	Sprache	taal	lengua
http://www.wikidata.org/entity/Q12473446	pmy	Papuan Malay	malais papou				vernacular Malay used in Indonesian New Guinea	langue malayo-polynésienne	Sprache	taal	lengua
http://www.wikidata.org/entity/Q16890038	sai-par	Paratio	paratio				language	langue éteinte et peu attestée parlée au Brésil	Sprache	taal	lengua
http://www.wikidata.org/entity/Q58680	ps	Pashto	pachto	Paschtu	Pasjtoe	pastún	Indo-Aryan language of Afghanistan and Pakistan	langue indo-iranienne parlée en Afghanistan (dont il est l'une des deux langues officielles), ainsi qu’au Pakistan	ostiranischer Zweig der indogermanischen Sprachfamilie	Indo-Europese taal uit Afghanistan en Pakistan	lengua irania oriental
http://www.wikidata.org/entity/Q389827	pad	Paumarí	paumari			paumarí	language	langue arawane parlée au Brésil	Sprache	taal	lengua indígena amazónica
http://www.wikidata.org/entity/Q36435	uun	Pazeh-Kaxabu	pazeh	Pazeh	Kulon-Pazeh	Idioma pazeh	Northwest Formosan language of Taiwan	langue formosane du Nord-Ouest	Sprache	taal	lengua
http://www.wikidata.org/entity/Q10729616	aoc	Pemon	pemon	Pemón	Pemón	idioma pemón	language	langue caribe	Sprache	taal	lengua
http://www.wikidata.org/entity/Q22711	pdc	Pennsylvania German	allemand de Pennsylvanie	Pennsylvania Dutch	Pennsylvania-Duits	alemán de Pensilvania	variety of West Central German	langue germanique	Variante der deutschen Sprache in Nordamerika	taal	variedad lingüística perteneciente a las lenguas alto germanas
http://www.wikidata.org/entity/Q9168	fa	Persian	persan	Persisch	Perzisch	persa	Western Iranian language	langue indo-européenne de la branche des langues iraniennes	iranische Amtssprache, Farsi, Neupersisch	Indo-Europese taal	lengua irania occidental hablada en Irán
http://www.wikidata.org/entity/Q36734	phn	Phoenician	phénicien	Phönizisch	Fenicisch	fenicio	ancient Semitic language of the Mediterranean	langue	Sprache	taal	lengua semítica del subgrupo cananeo, hablada en Fenicia
http://www.wikidata.org/entity/Q34024	pcd	Picard	picard	Picardisch	Picardisch	picardo	Gallo-Romance language spoken in northern France and southern Belgium	langue romane, d'origine à la frontière franco-belge	romanische Sprache in Nordfrankreich und Südbelgien	taal	lengua romance, hablada en el norte de Francia y el sur de Bélgica
http://www.wikidata.org/entity/Q15085	pms	Piedmontese	piémontais	Piemontesisch	Piëmontees	piamontés	Romance language spoken mainly in Italy	langue minoritaire distincte de l'italien parlé dans le Piémont	romanische Sprache	Romaanse taal	lengua romance hablada principalmente en Italia
http://www.wikidata.org/entity/Q36699	pis	Pijin	pidgin des îles Salomon	Pijin	Solomon-eilanders Pidgin	Pidgin salomonense	language	langue des îles Salomon	Sprache	taal	lengua
